"ntree" "mtry" "region" "year" "accuracy"
800 5 9 1991 0.9302
100 10 9 1991 0.9155
200 10 9 1991 0.9295
400 10 9 1991 0.9269
800 10 9 1991 0.925
100 20 9 1991 0.9163
200 20 9 1991 0.9132
400 20 9 1991 0.9217
800 20 9 1991 0.9247
100 40 9 1991 0.9131
200 40 9 1991 0.9164
400 40 9 1991 0.9243
800 40 9 1991 0.923
100 5 9 1992 0.9102
200 5 9 1992 0.9041
400 5 9 1992 0.9075
800 5 9 1992 0.908
100 10 9 1992 0.8963
200 10 9 1992 0.9098
400 10 9 1992 0.9056
800 10 9 1992 0.915
100 20 9 1992 0.9154
200 20 9 1992 0.9145
400 20 9 1992 0.9152
800 20 9 1992 0.9152
100 40 9 1992 0.9112
200 40 9 1992 0.9088
400 40 9 1992 0.9227
800 40 9 1992 0.9198
100 5 9 1993 0.9155
200 5 9 1993 0.9142
400 5 9 1993 0.9128
800 5 9 1993 0.9131
100 10 9 1993 0.9178
200 10 9 1993 0.9188
400 10 9 1993 0.9222
800 10 9 1993 0.9232
100 20 9 1993 0.9246
200 20 9 1993 0.9259
400 20 9 1993 0.9327
800 20 9 1993 0.9266
100 40 9 1993 0.9287
200 40 9 1993 0.9323
400 40 9 1993 0.9231
800 40 9 1993 0.9226
100 5 9 1994 0.9076
200 5 9 1994 0.909
400 5 9 1994 0.9118
800 5 9 1994 0.9094
100 10 9 1994 0.9234
200 10 9 1994 0.9165
400 10 9 1994 0.921
800 10 9 1994 0.9175
100 20 9 1994 0.9278
200 20 9 1994 0.9235
400 20 9 1994 0.9182
800 20 9 1994 0.9198
100 40 9 1994 0.921
200 40 9 1994 0.9219
400 40 9 1994 0.9278
800 40 9 1994 0.9215
100 5 9 1995 0.9057
200 5 9 1995 0.9158
400 5 9 1995 0.9083
800 5 9 1995 0.9034
100 10 9 1995 0.9022
200 10 9 1995 0.9012
400 10 9 1995 0.9147
800 10 9 1995 0.918
100 20 9 1995 0.9119
200 20 9 1995 0.9272
400 20 9 1995 0.9226
800 20 9 1995 0.9144
100 40 9 1995 0.9202
200 40 9 1995 0.9236
400 40 9 1995 0.9175
800 40 9 1995 0.9277
100 5 9 1996 0.9105
200 5 9 1996 0.9107
400 5 9 1996 0.9142
800 5 9 1996 0.9128
100 10 9 1996 0.9183
200 10 9 1996 0.9256
400 10 9 1996 0.9123
800 10 9 1996 0.9168
100 20 9 1996 0.9239
200 20 9 1996 0.9248
400 20 9 1996 0.9215
800 20 9 1996 0.921
100 40 9 1996 0.9206
200 40 9 1996 0.9186
400 40 9 1996 0.928
800 40 9 1996 0.9229
100 5 9 1997 0.9186
200 5 9 1997 0.9256
400 5 9 1997 0.899
800 5 9 1997 0.9196
100 10 9 1997 0.9212
200 10 9 1997 0.9181
400 10 9 1997 0.9181
800 10 9 1997 0.9236
100 20 9 1997 0.9192
200 20 9 1997 0.9215
400 20 9 1997 0.9217
800 20 9 1997 0.9137
100 40 9 1997 0.9152
200 40 9 1997 0.9199
400 40 9 1997 0.9149
800 40 9 1997 0.9234
100 5 9 1998 0.8909
200 5 9 1998 0.9002
400 5 9 1998 0.9064
800 5 9 1998 0.9101
100 10 9 1998 0.9069
200 10 9 1998 0.9113
400 10 9 1998 0.9169
800 10 9 1998 0.9174
100 20 9 1998 0.9179
200 20 9 1998 0.9189
400 20 9 1998 0.9127
800 20 9 1998 0.9073
100 40 9 1998 0.919
200 40 9 1998 0.9186
400 40 9 1998 0.9156
800 40 9 1998 0.9115
100 5 9 1999 0.9054
200 5 9 1999 0.9091
400 5 9 1999 0.9099
800 5 9 1999 0.9111
100 10 9 1999 0.9237
200 10 9 1999 0.9178
400 10 9 1999 0.9193
800 10 9 1999 0.9189
100 20 9 1999 0.929
200 20 9 1999 0.9154
400 20 9 1999 0.9267
800 20 9 1999 0.9257
100 40 9 1999 0.9271
200 40 9 1999 0.9218
400 40 9 1999 0.9257
800 40 9 1999 0.9249
100 5 9 2000 0.9155
200 5 9 2000 0.916
400 5 9 2000 0.9034
800 5 9 2000 0.9109
100 10 9 2000 0.9047
200 10 9 2000 0.9217
400 10 9 2000 0.9167
800 10 9 2000 0.9113
100 20 9 2000 0.9219
200 20 9 2000 0.9302
400 20 9 2000 0.9197
800 20 9 2000 0.9226
100 40 9 2000 0.9299
200 40 9 2000 0.9307
400 40 9 2000 0.9208
800 40 9 2000 0.9294
100 5 9 2001 0.9084
200 5 9 2001 0.9183
400 5 9 2001 0.9161
800 5 9 2001 0.9107
100 10 9 2001 0.9184
200 10 9 2001 0.9278
400 10 9 2001 0.917
800 10 9 2001 0.9206
100 20 9 2001 0.931
200 20 9 2001 0.9208
400 20 9 2001 0.9281
800 20 9 2001 0.9273
100 40 9 2001 0.9324
200 40 9 2001 0.9359
400 40 9 2001 0.9281
800 40 9 2001 0.9305
100 5 9 2002 0.9242
200 5 9 2002 0.9166
400 5 9 2002 0.9191
800 5 9 2002 0.9133
100 10 9 2002 0.915
200 10 9 2002 0.9364
400 10 9 2002 0.9321
800 10 9 2002 0.9178
100 20 9 2002 0.9343
200 20 9 2002 0.9341
400 20 9 2002 0.9412
800 20 9 2002 0.9347
100 40 9 2002 0.9362
200 40 9 2002 0.9285
400 40 9 2002 0.9433
800 40 9 2002 0.9398
100 5 9 2003 0.9185
200 5 9 2003 0.9123
400 5 9 2003 0.9056
800 5 9 2003 0.9118
100 10 9 2003 0.9251
200 10 9 2003 0.9316
400 10 9 2003 0.924
800 10 9 2003 0.926
100 20 9 2003 0.9198
200 20 9 2003 0.925
400 20 9 2003 0.9231
800 20 9 2003 0.9261
100 40 9 2003 0.937
200 40 9 2003 0.9183
400 40 9 2003 0.9295
800 40 9 2003 0.926
100 5 9 2004 0.917
200 5 9 2004 0.9219
400 5 9 2004 0.9259
800 5 9 2004 0.9286
100 10 9 2004 0.9318
200 10 9 2004 0.9202
400 10 9 2004 0.9237
800 10 9 2004 0.9206
100 20 9 2004 0.9243
200 20 9 2004 0.9346
400 20 9 2004 0.924
800 20 9 2004 0.9344
100 40 9 2004 0.9301
200 40 9 2004 0.9388
400 40 9 2004 0.9367
800 40 9 2004 0.9298
100 5 9 2005 0.9229
200 5 9 2005 0.9292
400 5 9 2005 0.9187
800 5 9 2005 0.9204
100 10 9 2005 0.9261
200 10 9 2005 0.9371
400 10 9 2005 0.9287
800 10 9 2005 0.9281
100 20 9 2005 0.9281
200 20 9 2005 0.9196
400 20 9 2005 0.9466
800 20 9 2005 0.9258
100 40 9 2005 0.9329
200 40 9 2005 0.9351
400 40 9 2005 0.9369
800 40 9 2005 0.9369
100 5 9 2006 0.9159
200 5 9 2006 0.9197
400 5 9 2006 0.909
800 5 9 2006 0.9241
100 10 9 2006 0.9288
200 10 9 2006 0.9222
400 10 9 2006 0.9212
800 10 9 2006 0.9303
100 20 9 2006 0.9373
200 20 9 2006 0.9396
400 20 9 2006 0.9297
800 20 9 2006 0.9306
100 40 9 2006 0.9292
200 40 9 2006 0.9295
400 40 9 2006 0.9365
800 40 9 2006 0.939
100 5 9 2007 0.9213
200 5 9 2007 0.928
400 5 9 2007 0.9248
800 5 9 2007 0.9285
100 10 9 2007 0.9264
200 10 9 2007 0.9318
400 10 9 2007 0.9285
800 10 9 2007 0.9343
100 20 9 2007 0.9289
200 20 9 2007 0.9308
400 20 9 2007 0.9307
800 20 9 2007 0.9378
100 40 9 2007 0.9371
200 40 9 2007 0.9272
400 40 9 2007 0.9351
800 40 9 2007 0.9363
100 5 9 2008 0.9192
200 5 9 2008 0.9157
400 5 9 2008 0.9195
800 5 9 2008 0.9176
100 10 9 2008 0.9309
200 10 9 2008 0.9243
400 10 9 2008 0.9242
800 10 9 2008 0.9198
100 20 9 2008 0.9299
200 20 9 2008 0.9311
400 20 9 2008 0.9359
800 20 9 2008 0.9274
100 40 9 2008 0.9313
200 40 9 2008 0.9313
400 40 9 2008 0.942
800 40 9 2008 0.9315
100 5 9 2009 0.9081
200 5 9 2009 0.9125
400 5 9 2009 0.9155
800 5 9 2009 0.9138
100 10 9 2009 0.9242
200 10 9 2009 0.9157
400 10 9 2009 0.9144
800 10 9 2009 0.9248
100 20 9 2009 0.927
200 20 9 2009 0.9318
400 20 9 2009 0.937
800 20 9 2009 0.9281
100 40 9 2009 0.9319
200 40 9 2009 0.9308
400 40 9 2009 0.9243
800 40 9 2009 0.9354
100 5 9 2010 0.9133
200 5 9 2010 0.9144
400 5 9 2010 0.92
800 5 9 2010 0.9187
100 10 9 2010 0.9216
200 10 9 2010 0.9328
400 10 9 2010 0.9265
800 10 9 2010 0.9305
100 20 9 2010 0.9329
200 20 9 2010 0.93
400 20 9 2010 0.9264
800 20 9 2010 0.9325
100 40 9 2010 0.927
200 40 9 2010 0.9272
400 40 9 2010 0.9377
800 40 9 2010 0.9352
100 5 9 2011 0.9143
200 5 9 2011 0.9122
400 5 9 2011 0.9248
800 5 9 2011 0.9225
100 10 9 2011 0.9299
200 10 9 2011 0.925
400 10 9 2011 0.9277
800 10 9 2011 0.922
100 20 9 2011 0.9292
200 20 9 2011 0.9281
400 20 9 2011 0.9241
800 20 9 2011 0.9304
100 40 9 2011 0.9297
200 40 9 2011 0.923
400 40 9 2011 0.9305
800 40 9 2011 0.9323
100 5 9 2012 0.9189
200 5 9 2012 0.9208
400 5 9 2012 0.9101
800 5 9 2012 0.9126
100 10 9 2012 0.9144
200 10 9 2012 0.926
400 10 9 2012 0.9249
800 10 9 2012 0.9297
100 20 9 2012 0.9174
200 20 9 2012 0.9227
400 20 9 2012 0.9274
800 20 9 2012 0.9297
100 40 9 2012 0.9234
200 40 9 2012 0.93
400 40 9 2012 0.9274
800 40 9 2012 0.922
100 5 9 2013 0.9106
200 5 9 2013 0.9172
400 5 9 2013 0.8981
800 5 9 2013 0.9194
100 10 9 2013 0.9196
200 10 9 2013 0.9284
400 10 9 2013 0.9227
800 10 9 2013 0.9178
100 20 9 2013 0.9162
200 20 9 2013 0.9329
400 20 9 2013 0.9359
800 20 9 2013 0.9246
100 40 9 2013 0.9339
200 40 9 2013 0.9362
400 40 9 2013 0.9358
800 40 9 2013 0.9287
100 5 9 2014 0.9248
200 5 9 2014 0.9313
400 5 9 2014 0.9348
800 5 9 2014 0.9279
100 10 9 2014 0.9399
200 10 9 2014 0.9357
400 10 9 2014 0.9335
800 10 9 2014 0.9285
100 20 9 2014 0.94
200 20 9 2014 0.9399
400 20 9 2014 0.9315
800 20 9 2014 0.9355
100 40 9 2014 0.9322
200 40 9 2014 0.9352
400 40 9 2014 0.9388
800 40 9 2014 0.9329
100 5 9 2015 0.9339
200 5 9 2015 0.9213
400 5 9 2015 0.9326
800 5 9 2015 0.9294
100 10 9 2015 0.9329
200 10 9 2015 0.9246
400 10 9 2015 0.926
800 10 9 2015 0.9279
100 20 9 2015 0.9381
200 20 9 2015 0.9309
400 20 9 2015 0.9308
800 20 9 2015 0.9365
100 40 9 2015 0.9384
200 40 9 2015 0.9421
400 40 9 2015 0.9444
800 40 9 2015 0.9418
100 5 9 2016 0.9223
200 5 9 2016 0.9236
400 5 9 2016 0.9187
800 5 9 2016 0.9186
100 10 9 2016 0.9261
200 10 9 2016 0.9297
400 10 9 2016 0.9226
800 10 9 2016 0.9256
100 20 9 2016 0.9307
200 20 9 2016 0.9326
400 20 9 2016 0.9343
800 20 9 2016 0.9302
100 40 9 2016 0.9249
200 40 9 2016 0.9289
400 40 9 2016 0.9383
800 40 9 2016 0.932
100 5 9 2017 0.9049
200 5 9 2017 0.9236
400 5 9 2017 0.9073
800 5 9 2017 0.9218
100 10 9 2017 0.9143
200 10 9 2017 0.9269
400 10 9 2017 0.921
800 10 9 2017 0.9265
100 20 9 2017 0.927
200 20 9 2017 0.925
400 20 9 2017 0.9316
800 20 9 2017 0.9317
100 40 9 2017 0.9221
200 40 9 2017 0.9298
400 40 9 2017 0.9356
800 40 9 2017 0.9274
100 5 9 2018 0.9114
200 5 9 2018 0.9168
400 5 9 2018 0.9119
800 5 9 2018 0.9165
100 10 9 2018 0.9276
200 10 9 2018 0.9332
400 10 9 2018 0.9187
800 10 9 2018 0.9274
100 20 9 2018 0.9228
200 20 9 2018 0.9263
400 20 9 2018 0.9202
800 20 9 2018 0.9301
100 40 9 2018 0.9231
200 40 9 2018 0.9294
400 40 9 2018 0.9217
800 40 9 2018 0.9254
100 5 9 2019 0.9191
200 5 9 2019 0.9075
400 5 9 2019 0.9201
800 5 9 2019 0.914
100 10 9 2019 0.928
200 10 9 2019 0.9257
400 10 9 2019 0.9242
800 10 9 2019 0.9258
100 20 9 2019 0.9216
200 20 9 2019 0.9243
400 20 9 2019 0.9208
800 20 9 2019 0.9317
100 40 9 2019 0.9284
200 40 9 2019 0.9263
400 40 9 2019 0.93
800 40 9 2019 0.922
100 5 9 2020 0.9137
200 5 9 2020 0.9209
400 5 9 2020 0.9332
800 5 9 2020 0.9278
100 10 9 2020 0.9166
200 10 9 2020 0.9159
400 10 9 2020 0.9191
800 10 9 2020 0.9273
100 20 9 2020 0.9312
200 20 9 2020 0.9219
400 20 9 2020 0.9287
800 20 9 2020 0.9302
100 40 9 2020 0.9149
200 40 9 2020 0.9255
400 40 9 2020 0.9318
800 40 9 2020 0.9325
100 5 9 2021 0.9124
200 5 9 2021 0.9143
400 5 9 2021 0.9072
800 5 9 2021 0.9068
100 10 9 2021 0.9168
200 10 9 2021 0.9066
400 10 9 2021 0.9153
800 10 9 2021 0.92
100 20 9 2021 0.9099
200 20 9 2021 0.9172
400 20 9 2021 0.9206
800 20 9 2021 0.9324
100 40 9 2021 0.9246
200 40 9 2021 0.9238
400 40 9 2021 0.9252
800 40 9 2021 0.9334
100 5 9 2022 0.8992
200 5 9 2022 0.913
400 5 9 2022 0.9209
800 5 9 2022 0.9067
100 10 9 2022 0.9153
200 10 9 2022 0.9156
400 10 9 2022 0.9174
800 10 9 2022 0.9256
100 20 9 2022 0.9152
200 20 9 2022 0.9229
400 20 9 2022 0.9173
800 20 9 2022 0.9254
100 40 9 2022 0.9118
200 40 9 2022 0.9303
400 40 9 2022 0.922
800 40 9 2022 0.918
100 5 9 2023 0.9101
200 5 9 2023 0.906
400 5 9 2023 0.9052
800 5 9 2023 0.9091
100 10 9 2023 0.9051
200 10 9 2023 0.9208
400 10 9 2023 0.9105
800 10 9 2023 0.9095
100 20 9 2023 0.9236
200 20 9 2023 0.9199
400 20 9 2023 0.9186
800 20 9 2023 0.9205
100 40 9 2023 0.92
200 40 9 2023 0.9242
400 40 9 2023 0.9224
800 40 9 2023 0.9266
100 5 10 1985 0.9214
200 5 10 1985 0.923
400 5 10 1985 0.9321
800 5 10 1985 0.9256
100 10 10 1985 0.9262
200 10 10 1985 0.9239
400 10 10 1985 0.9402
800 10 10 1985 0.9262
100 20 10 1985 0.9238
200 20 10 1985 0.9267
400 20 10 1985 0.9353
800 20 10 1985 0.9351
100 40 10 1985 0.9407
200 40 10 1985 0.9351
400 40 10 1985 0.9342
800 40 10 1985 0.9322
100 5 10 1986 0.9401
200 5 10 1986 0.935
400 5 10 1986 0.9283
800 5 10 1986 0.9357
100 10 10 1986 0.9328
200 10 10 1986 0.9278
400 10 10 1986 0.9295
800 10 10 1986 0.9343
100 20 10 1986 0.9363
200 20 10 1986 0.9372
400 20 10 1986 0.9316
800 20 10 1986 0.9295
100 40 10 1986 0.9363
200 40 10 1986 0.9303
400 40 10 1986 0.9373
800 40 10 1986 0.9379
100 5 10 1987 0.9246
200 5 10 1987 0.9316
400 5 10 1987 0.9305
800 5 10 1987 0.9285
100 10 10 1987 0.9336
200 10 10 1987 0.933
400 10 10 1987 0.9319
800 10 10 1987 0.9373
100 20 10 1987 0.936
200 20 10 1987 0.9355
400 20 10 1987 0.944
800 20 10 1987 0.9295
100 40 10 1987 0.9403
200 40 10 1987 0.9372
400 40 10 1987 0.9365
800 40 10 1987 0.9308
100 5 10 1988 0.9172
200 5 10 1988 0.9296
400 5 10 1988 0.9313
800 5 10 1988 0.9275
100 10 10 1988 0.93
200 10 10 1988 0.9347
400 10 10 1988 0.9388
800 10 10 1988 0.9426
100 20 10 1988 0.9356
200 20 10 1988 0.9424
400 20 10 1988 0.9384
800 20 10 1988 0.9404
100 40 10 1988 0.9384
200 40 10 1988 0.9409
400 40 10 1988 0.9386
800 40 10 1988 0.9399
100 5 10 1989 0.9334
200 5 10 1989 0.9271
400 5 10 1989 0.9223
800 5 10 1989 0.923
100 10 10 1989 0.9208
200 10 10 1989 0.925
400 10 10 1989 0.9264
800 10 10 1989 0.9251
100 20 10 1989 0.9363
200 20 10 1989 0.9324
400 20 10 1989 0.9325
800 20 10 1989 0.9279
100 40 10 1989 0.9257
200 40 10 1989 0.9345
400 40 10 1989 0.9354
800 40 10 1989 0.9334
100 5 10 1990 0.9285
200 5 10 1990 0.9286
400 5 10 1990 0.929
800 5 10 1990 0.9298
100 10 10 1990 0.9327
200 10 10 1990 0.943
400 10 10 1990 0.9302
800 10 10 1990 0.9367
100 20 10 1990 0.9324
200 20 10 1990 0.9351
400 20 10 1990 0.9342
800 20 10 1990 0.9305
100 40 10 1990 0.9326
200 40 10 1990 0.94
400 40 10 1990 0.9351
800 40 10 1990 0.9364
100 5 10 1991 0.935
200 5 10 1991 0.9309
400 5 10 1991 0.9339
800 5 10 1991 0.9383
100 10 10 1991 0.9424
200 10 10 1991 0.9384
400 10 10 1991 0.9337
800 10 10 1991 0.9369
100 20 10 1991 0.9358
200 20 10 1991 0.9397
400 20 10 1991 0.9389
800 20 10 1991 0.9462
100 40 10 1991 0.9409
200 40 10 1991 0.9428
400 40 10 1991 0.938
800 40 10 1991 0.9449
100 5 10 1992 0.9301
200 5 10 1992 0.929
400 5 10 1992 0.9323
200 20 10 1998 0.9342
400 20 10 1998 0.9408
800 20 10 1998 0.9351
100 40 10 1998 0.9398
200 40 10 1998 0.931
400 40 10 1998 0.93
800 40 10 1998 0.9365
100 5 10 1999 0.929
200 5 10 1999 0.927
400 5 10 1999 0.9336
800 5 10 1999 0.9286
100 10 10 1999 0.9421
200 10 10 1999 0.9331
400 10 10 1999 0.9263
800 10 10 1999 0.9432
100 20 10 1999 0.944
200 20 10 1999 0.9368
400 20 10 1999 0.9315
800 20 10 1999 0.9475
100 40 10 1999 0.9429
200 40 10 1999 0.9488
400 40 10 1999 0.9423
800 40 10 1999 0.9367
100 5 10 2000 0.94
200 5 10 2000 0.9298
400 5 10 2000 0.9403
800 5 10 2000 0.9343
100 10 10 2000 0.9381
200 10 10 2000 0.9413
400 10 10 2000 0.9474
800 10 10 2000 0.9446
100 20 10 2000 0.9371
200 20 10 2000 0.9464
400 20 10 2000 0.9417
800 20 10 2000 0.9411
100 40 10 2000 0.9383
200 40 10 2000 0.9461
400 40 10 2000 0.9456
800 40 10 2000 0.9421
100 5 10 2001 0.9399
200 5 10 2001 0.9434
400 5 10 2001 0.9424
800 5 10 2001 0.9365
100 10 10 2001 0.9456
200 10 10 2001 0.9369
400 10 10 2001 0.9473
800 10 10 2001 0.9415
100 20 10 2001 0.9412
200 20 10 2001 0.944
400 20 10 2001 0.9473
800 20 10 2001 0.9438
100 40 10 2001 0.9348
200 40 10 2001 0.942
400 40 10 2001 0.9456
800 40 10 2001 0.9543
100 5 10 2002 0.9408
200 5 10 2002 0.9448
400 5 10 2002 0.9467
800 5 10 2002 0.944
100 10 10 2002 0.943
200 10 10 2002 0.9475
400 10 10 2002 0.9456
800 10 10 2002 0.943
100 20 10 2002 0.9459
200 20 10 2002 0.9497
400 20 10 2002 0.9514
800 20 10 2002 0.9473
100 40 10 2002 0.9386
200 40 10 2002 0.9542
400 40 10 2002 0.9506
800 40 10 2002 0.9485
100 5 11 1998 0.9302
200 5 11 1998 0.9322
400 5 11 1998 0.9351
800 5 11 1998 0.9372
100 10 11 1998 0.9349
200 10 11 1998 0.9386
400 10 11 1998 0.9332
800 10 11 1998 0.9391
100 20 11 1998 0.9346
200 20 11 1998 0.9413
400 20 11 1998 0.9362
800 20 11 1998 0.9502
100 40 11 1998 0.9486
200 40 11 1998 0.9447
400 40 11 1998 0.9372
800 40 11 1998 0.941
100 5 11 1999 0.9269
200 5 11 1999 0.9319
400 5 11 1999 0.9357
800 5 11 1999 0.9345
100 10 11 1999 0.935
200 10 11 1999 0.9349
400 10 11 1999 0.9418
800 10 11 1999 0.9392
100 20 11 1999 0.9371
200 20 11 1999 0.945
400 20 11 1999 0.9424
800 20 11 1999 0.9395
100 40 11 1999 0.9439
200 40 11 1999 0.9395
400 40 11 1999 0.9384
800 40 11 1999 0.9458
100 5 11 2000 0.941
200 5 11 2000 0.9343
400 5 11 2000 0.9349
800 5 11 2000 0.9352
100 10 11 2000 0.9426
200 10 11 2000 0.9386
400 10 11 2000 0.9427
800 10 11 2000 0.9425
100 20 11 2000 0.9347
200 20 11 2000 0.9333
400 20 11 2000 0.9455
800 20 11 2000 0.9425
100 40 11 2000 0.9372
200 40 11 2000 0.9445
400 40 11 2000 0.9379
800 40 11 2000 0.9419
100 5 11 2001 0.9427
200 5 11 2001 0.9469
400 5 11 2001 0.9385
800 5 11 2001 0.9441
100 10 11 2001 0.949
200 10 11 2001 0.9438
400 10 11 2001 0.9414
800 10 11 2001 0.9353
100 20 11 2001 0.945
200 20 11 2001 0.9443
400 20 11 2001 0.9453
800 20 11 2001 0.9392
100 40 11 2001 0.9422
200 40 11 2001 0.9492
400 40 11 2001 0.9369
800 40 11 2001 0.9418
100 5 11 2002 0.9383
200 5 11 2002 0.9373
400 5 11 2002 0.9491
800 5 11 2002 0.9437
100 10 11 2002 0.9402
200 10 11 2002 0.9473
400 10 11 2002 0.9453
800 10 11 2002 0.9404
100 20 11 2002 0.9381
200 20 11 2002 0.9523
400 20 11 2002 0.9522
800 20 11 2002 0.9445
100 40 11 2002 0.9348
200 40 11 2002 0.9478
400 40 11 2002 0.9495
800 40 11 2002 0.9597
100 5 12 1998 0.9185
200 5 12 1998 0.9072
400 5 12 1998 0.9162
800 5 12 1998 0.9213
100 10 12 1998 0.926
200 10 12 1998 0.9298
400 10 12 1998 0.915
800 10 12 1998 0.9208
100 20 12 1998 0.9276
200 20 12 1998 0.9272
400 20 12 1998 0.9324
800 20 12 1998 0.9264
100 40 12 1998 0.9251
200 40 12 1998 0.9289
400 40 12 1998 0.9309
800 40 12 1998 0.9306
100 5 12 1999 0.9241
200 5 12 1999 0.9265
400 5 12 1999 0.9309
800 5 12 1999 0.9295
100 10 12 1999 0.927
200 10 12 1999 0.9367
400 10 12 1999 0.9328
800 10 12 1999 0.9397
100 20 12 1999 0.9302
200 20 12 1999 0.9311
400 20 12 1999 0.9236
800 20 12 1999 0.9356
100 40 12 1999 0.9284
200 40 12 1999 0.9272
400 40 12 1999 0.9303
800 40 12 1999 0.9383
100 5 12 2000 0.9375
200 5 12 2000 0.9412
400 5 12 2000 0.937
800 5 12 2000 0.9371
100 10 12 2000 0.9378
200 10 12 2000 0.9412
400 10 12 2000 0.9399
800 10 12 2000 0.9449
100 20 12 2000 0.9347
200 20 12 2000 0.9447
400 20 12 2000 0.945
800 20 12 2000 0.9434
100 40 12 2000 0.9339
200 40 12 2000 0.9473
400 40 12 2000 0.9422
800 40 12 2000 0.9422
100 5 12 2001 0.9523
200 5 12 2001 0.9414
400 5 12 2001 0.9457
800 5 12 2001 0.949
100 10 12 2001 0.9425
200 10 12 2001 0.9467
400 10 12 2001 0.9479
800 10 12 2001 0.9428
100 20 12 2001 0.9438
200 20 12 2001 0.9482
400 20 12 2001 0.9462
800 20 12 2001 0.9395
100 40 12 2001 0.9493
200 40 12 2001 0.947
400 40 12 2001 0.9414
800 40 12 2001 0.942
100 5 12 2002 0.9459
200 5 12 2002 0.9399
400 5 12 2002 0.9458
800 5 12 2002 0.9426
100 10 12 2002 0.9467
200 10 12 2002 0.95
400 10 12 2002 0.9423
800 10 12 2002 0.9427
100 20 12 2002 0.9512
200 20 12 2002 0.9431
400 20 12 2002 0.9512
800 20 12 2002 0.9486
100 40 12 2002 0.9425
200 40 12 2002 0.946
400 40 12 2002 0.9524
800 40 12 2002 0.9488
100 5 13 1998 0.9219
200 5 13 1998 0.9272
400 5 13 1998 0.9224
800 5 13 1998 0.9261
100 10 13 1998 0.9299
200 10 13 1998 0.9371
400 10 13 1998 0.936
800 10 13 1998 0.9366
100 20 13 1998 0.9405
200 20 13 1998 0.9336
400 20 13 1998 0.9264
800 20 13 1998 0.934
100 40 13 1998 0.9366
200 40 13 1998 0.9414
400 40 13 1998 0.9393
800 40 13 1998 0.9339
100 5 13 1999 0.9168
200 5 13 1999 0.9316
400 5 13 1999 0.9216
800 5 13 1999 0.923
100 10 13 1999 0.9255
200 10 13 1999 0.9216
400 10 13 1999 0.9195
800 10 13 1999 0.9233
100 20 13 1999 0.9244
200 20 13 1999 0.9238
400 20 13 1999 0.9218
800 20 13 1999 0.9292
100 40 13 1999 0.9288
200 40 13 1999 0.9324
400 40 13 1999 0.9314
800 40 13 1999 0.9375
100 5 13 2000 0.9206
200 5 13 2000 0.9334
400 5 13 2000 0.9249
800 5 13 2000 0.9298
100 10 13 2000 0.9268
200 10 13 2000 0.9273
400 10 13 2000 0.9314
800 10 13 2000 0.9298
100 20 13 2000 0.9277
200 20 13 2000 0.92
400 20 13 2000 0.928
800 20 13 2000 0.9215
100 40 13 2000 0.9312
200 40 13 2000 0.9306
400 40 13 2000 0.924
800 40 13 2000 0.9311
100 5 13 2001 0.9319
200 5 13 2001 0.9323
400 5 13 2001 0.9318
800 5 13 2001 0.9294
100 10 13 2001 0.933
200 10 13 2001 0.9331
400 10 13 2001 0.9396
800 10 13 2001 0.9393
100 20 13 2001 0.9342
200 20 13 2001 0.9328
400 20 13 2001 0.9486
800 20 13 2001 0.9391
100 40 13 2001 0.9499
200 40 13 2001 0.9418
400 40 13 2001 0.9442
800 40 13 2001 0.9372
100 5 13 2002 0.9371
200 5 13 2002 0.9253
400 5 13 2002 0.9333
800 5 13 2002 0.9385
100 10 13 2002 0.9331
200 10 13 2002 0.9383
400 10 13 2002 0.9334
800 10 13 2002 0.9275
100 20 13 2002 0.9415
200 20 13 2002 0.9418
400 20 13 2002 0.9404
800 20 13 2002 0.932
100 40 13 2002 0.9357
200 40 13 2002 0.9288
400 40 13 2002 0.9485
800 40 13 2002 0.9371
100 5 14 1998 0.9268
200 5 14 1998 0.9213
400 5 14 1998 0.9211
200 20 20 2006 0.9414
400 20 20 2006 0.9439
800 20 20 2006 0.9482
100 40 20 2006 0.9486
200 40 20 2006 0.9517
400 40 20 2006 0.9452
800 40 20 2006 0.9531
100 5 20 2007 0.9447
200 5 20 2007 0.9445
400 5 20 2007 0.9487
800 5 20 2007 0.9462
100 10 20 2007 0.9551
200 10 20 2007 0.947
400 10 20 2007 0.9444
800 10 20 2007 0.94
100 20 20 2007 0.9489
200 20 20 2007 0.9428
400 20 20 2007 0.9552
800 20 20 2007 0.953
100 40 20 2007 0.9442
200 40 20 2007 0.9495
400 40 20 2007 0.9486
800 40 20 2007 0.9512
100 5 20 2008 0.9451
200 5 20 2008 0.9396
400 5 20 2008 0.9511
800 5 20 2008 0.9505
100 10 20 2008 0.9453
200 10 20 2008 0.9478
400 10 20 2008 0.9463
800 10 20 2008 0.9483
100 20 20 2008 0.9545
200 20 20 2008 0.9498
400 20 20 2008 0.9477
800 20 20 2008 0.9516
100 40 20 2008 0.9515
200 40 20 2008 0.9477
400 40 20 2008 0.9518
800 40 20 2008 0.9527
100 5 20 2009 0.9423
200 5 20 2009 0.9514
400 5 20 2009 0.9442
800 5 20 2009 0.947
100 10 20 2009 0.9487
200 10 20 2009 0.9488
400 10 20 2009 0.9467
800 10 20 2009 0.95
100 20 20 2009 0.942
200 20 20 2009 0.9533
400 20 20 2009 0.9461
800 20 20 2009 0.9463
100 40 20 2009 0.9468
