"ntree" "mtry" "region" "year" "accuracy"
400 20 25 1987 0.9378
800 20 25 1987 0.9459
100 40 25 1987 0.9539
200 40 25 1987 0.939
400 40 25 1987 0.9436
800 40 25 1987 0.9393
100 5 25 1988 0.9394
200 5 25 1988 0.9274
400 5 25 1988 0.937
800 5 25 1988 0.9395
100 10 25 1988 0.9364
200 10 25 1988 0.9477
400 10 25 1988 0.942
800 10 25 1988 0.9467
100 20 25 1988 0.9429
200 20 25 1988 0.9494
400 20 25 1988 0.9433
800 20 25 1988 0.9416
100 40 25 1988 0.9384
200 40 25 1988 0.9361
400 40 25 1988 0.9382
800 40 25 1988 0.9408
100 5 25 1989 0.9322
200 5 25 1989 0.9258
400 5 25 1989 0.9288
800 5 25 1989 0.9398
100 10 25 1989 0.9314
200 10 25 1989 0.9316
400 10 25 1989 0.937
800 10 25 1989 0.9338
100 20 25 1989 0.9412
200 20 25 1989 0.9356
400 20 25 1989 0.9271
800 20 25 1989 0.9378
100 40 25 1989 0.9386
200 40 25 1989 0.9382
400 40 25 1989 0.9316
800 40 25 1989 0.9403
100 5 25 1990 0.931
200 5 25 1990 0.9289
400 5 25 1990 0.9363
800 5 25 1990 0.9392
100 10 25 1990 0.9347
200 10 25 1990 0.9329
400 10 25 1990 0.945
800 10 25 1990 0.9341
100 20 25 1990 0.9469
200 20 25 1990 0.9424
400 20 25 1990 0.9419
800 20 25 1990 0.9424
100 40 25 1990 0.9435
200 40 25 1990 0.9337
400 40 25 1990 0.9377
800 40 25 1990 0.9448
100 5 25 1991 0.933
200 5 25 1991 0.935
400 5 25 1991 0.933
800 5 25 1991 0.9444
100 10 25 1991 0.9323
200 10 25 1991 0.9277
400 10 25 1991 0.9299
800 10 25 1991 0.944
100 20 25 1991 0.9382
200 20 25 1991 0.9299
400 20 25 1991 0.9466
800 20 25 1991 0.9395
100 40 25 1991 0.9316
200 40 25 1991 0.9407
400 40 25 1991 0.9358
800 40 25 1991 0.9406
100 5 25 1992 0.9411
200 5 25 1992 0.9364
400 5 25 1992 0.9216
800 5 25 1992 0.9395
100 10 25 1992 0.9394
200 10 25 1992 0.9381
400 10 25 1992 0.934
800 10 25 1992 0.9329
100 20 25 1992 0.9378
200 20 25 1992 0.9314
400 20 25 1992 0.933
800 20 25 1992 0.94
100 40 25 1992 0.9419
200 40 25 1992 0.935
400 40 25 1992 0.935
800 40 25 1992 0.9419
100 5 25 1993 0.9311
200 5 25 1993 0.9291
400 5 25 1993 0.9358
800 5 25 1993 0.9371
100 10 25 1993 0.9425
200 10 25 1993 0.9396
400 10 25 1993 0.9381
800 10 25 1993 0.9405
100 20 25 1993 0.9351
200 20 25 1993 0.9407
400 20 25 1993 0.944
800 20 25 1993 0.9383
100 40 25 1993 0.9438
200 40 25 1993 0.9371
400 40 25 1993 0.9425
800 40 25 1993 0.9388
100 5 25 1994 0.928
200 5 25 1994 0.9332
400 5 25 1994 0.9226
800 5 25 1994 0.9208
100 10 25 1994 0.9388
200 10 25 1994 0.9391
400 10 25 1994 0.9368
800 10 25 1994 0.9352
100 20 25 1994 0.9307
200 20 25 1994 0.9315
400 20 25 1994 0.9325
800 20 25 1994 0.934
100 40 25 1994 0.9326
200 40 25 1994 0.9414
400 40 25 1994 0.9378
800 40 25 1994 0.9486
100 5 25 1995 0.9249
200 5 25 1995 0.9311
400 5 25 1995 0.9262
800 5 25 1995 0.9327
100 10 25 1995 0.9355
200 10 25 1995 0.9451
400 10 25 1995 0.9349
800 10 25 1995 0.933
100 20 25 1995 0.94
200 20 25 1995 0.9423
400 20 25 1995 0.9363
800 20 25 1995 0.9338
100 40 25 1995 0.9445
200 40 25 1995 0.9356
400 40 25 1995 0.9437
800 40 25 1995 0.9446
100 5 25 1996 0.9292
200 5 25 1996 0.9271
400 5 25 1996 0.9263
800 5 25 1996 0.9318
100 10 25 1996 0.9324
200 10 25 1996 0.9261
400 10 25 1996 0.9341
800 10 25 1996 0.9437
100 20 25 1996 0.9394
200 20 25 1996 0.9311
400 20 25 1996 0.933
800 20 25 1996 0.9393
100 40 25 1996 0.9409
200 40 25 1996 0.9404
400 40 25 1996 0.9336
800 40 25 1996 0.9394
100 5 25 1997 0.9266
200 5 25 1997 0.9355
400 5 25 1997 0.9384
800 5 25 1997 0.9306
100 10 25 1997 0.9312
200 10 25 1997 0.9339
400 10 25 1997 0.9347
800 10 25 1997 0.9356
100 20 25 1997 0.9378
200 20 25 1997 0.9347
400 20 25 1997 0.9376
800 20 25 1997 0.9393
100 40 25 1997 0.9362
200 40 25 1997 0.9348
400 40 25 1997 0.9417
800 40 25 1997 0.9405
100 5 25 1998 0.9224
200 5 25 1998 0.9131
400 5 25 1998 0.913
800 5 25 1998 0.9204
100 10 25 1998 0.9215
200 10 25 1998 0.9167
400 10 25 1998 0.9298
800 10 25 1998 0.924
100 20 25 1998 0.9205
200 20 25 1998 0.9337
400 20 25 1998 0.9333
800 20 25 1998 0.9202
100 40 25 1998 0.9214
200 40 25 1998 0.9401
400 40 25 1998 0.9397
800 40 25 1998 0.9267
100 5 25 1999 0.935
200 5 25 1999 0.9243
400 5 25 1999 0.9225
800 5 25 1999 0.9307
100 10 25 1999 0.9276
200 10 25 1999 0.927
400 10 25 1999 0.9312
800 10 25 1999 0.9278
100 20 25 1999 0.9342
200 20 25 1999 0.9333
400 20 25 1999 0.9409
800 20 25 1999 0.9302
100 40 25 1999 0.9297
200 40 25 1999 0.9401
400 40 25 1999 0.9365
800 40 25 1999 0.944
100 5 25 2000 0.9255
200 5 25 2000 0.9308
400 5 25 2000 0.9341
800 5 25 2000 0.9302
100 10 25 2000 0.9419
200 10 25 2000 0.9369
400 10 25 2000 0.938
800 10 25 2000 0.944
100 20 25 2000 0.9408
200 20 25 2000 0.9412
400 20 25 2000 0.938
800 20 25 2000 0.9362
100 40 25 2000 0.9392
200 40 25 2000 0.9465
400 40 25 2000 0.9344
800 40 25 2000 0.9409
100 5 25 2001 0.9392
200 5 25 2001 0.9472
400 5 25 2001 0.9415
800 5 25 2001 0.94
100 10 25 2001 0.9393
200 10 25 2001 0.9394
400 10 25 2001 0.9474
800 10 25 2001 0.9453
100 20 25 2001 0.9482
200 20 25 2001 0.9493
400 20 25 2001 0.952
800 20 25 2001 0.9514
100 40 25 2001 0.9426
200 40 25 2001 0.9468
400 40 25 2001 0.9487
800 40 25 2001 0.9536
100 5 25 2002 0.9451
200 5 25 2002 0.9465
400 5 25 2002 0.9436
800 5 25 2002 0.9409
100 10 25 2002 0.9465
200 10 25 2002 0.9426
400 10 25 2002 0.9443
800 10 25 2002 0.9566
100 20 25 2002 0.9548
200 20 25 2002 0.9485
400 20 25 2002 0.9507
800 20 25 2002 0.9489
100 40 25 2002 0.9457
200 40 25 2002 0.9558
400 40 25 2002 0.9447
800 40 25 2002 0.9492
100 5 25 2003 0.9321
200 5 25 2003 0.9395
400 5 25 2003 0.9351
800 5 25 2003 0.9387
100 10 25 2003 0.9404
200 10 25 2003 0.9463
400 10 25 2003 0.943
800 10 25 2003 0.9442
100 20 25 2003 0.9477
200 20 25 2003 0.9436
400 20 25 2003 0.9508
800 20 25 2003 0.9485
100 40 25 2003 0.9512
200 40 25 2003 0.9465
400 40 25 2003 0.945
800 40 25 2003 0.9491
100 5 25 2004 0.9375
200 5 25 2004 0.9462
400 5 25 2004 0.9368
800 5 25 2004 0.9456
100 10 25 2004 0.9365
200 10 25 2004 0.9489
400 10 25 2004 0.9462
800 10 25 2004 0.9509
100 20 25 2004 0.9482
200 20 25 2004 0.9443
400 20 25 2004 0.9569
800 20 25 2004 0.947
100 40 25 2004 0.9526
200 40 25 2004 0.9444
400 40 25 2004 0.9402
800 40 25 2004 0.9475
100 5 25 2005 0.9496
200 5 25 2005 0.9433
400 5 25 2005 0.9507
800 5 25 2005 0.9429
100 10 25 2005 0.9464
200 10 25 2005 0.9523
400 10 25 2005 0.9504
800 10 25 2005 0.9517
100 20 25 2005 0.9523
200 20 25 2005 0.9608
400 20 25 2005 0.9558
800 20 25 2005 0.9482
100 40 25 2005 0.9477
200 40 25 2005 0.9478
400 40 25 2005 0.9515
800 40 25 2005 0.9536
100 5 25 2006 0.9438
200 5 25 2006 0.9443
400 5 25 2006 0.9454
800 5 25 2006 0.9405
100 10 25 2006 0.9457
200 10 25 2006 0.944
400 10 25 2006 0.9526
800 10 25 2006 0.9581
100 20 25 2006 0.9471
200 20 25 2006 0.9446
400 20 25 2006 0.9499
800 20 25 2006 0.9537
100 40 25 2006 0.9516
200 40 25 2006 0.9469
400 40 25 2006 0.9507
800 40 25 2006 0.959
100 5 25 2007 0.9465
200 5 25 2007 0.9432
400 5 25 2007 0.9453
800 5 25 2007 0.9456
100 10 25 2007 0.9517
200 10 25 2007 0.9496
400 10 25 2007 0.9476
800 10 25 2007 0.9428
100 20 25 2007 0.9424
200 20 25 2007 0.9517
400 20 25 2007 0.9464
800 20 25 2007 0.9513
100 40 25 2007 0.9539
200 40 25 2007 0.9518
400 40 25 2007 0.9506
800 40 25 2007 0.9512
100 5 25 2008 0.942
200 5 25 2008 0.9496
400 5 25 2008 0.9436
800 5 25 2008 0.9455
100 10 25 2008 0.941
200 10 25 2008 0.9495
400 10 25 2008 0.9455
800 10 25 2008 0.9489
100 20 25 2008 0.9491
200 20 25 2008 0.9548
400 20 25 2008 0.9481
800 20 25 2008 0.9566
100 40 25 2008 0.951
200 40 25 2008 0.9401
400 40 25 2008 0.9449
800 40 25 2008 0.9475
100 5 25 2009 0.9465
200 5 25 2009 0.95
400 5 25 2009 0.9498
800 5 25 2009 0.9505
100 10 25 2009 0.9419
200 10 25 2009 0.9443
400 10 25 2009 0.9463
800 10 25 2009 0.9447
100 20 25 2009 0.9394
200 20 25 2009 0.9453
400 20 25 2009 0.9478
800 20 25 2009 0.9481
100 40 25 2009 0.943
200 40 25 2009 0.9523
400 40 25 2009 0.9465
800 40 25 2009 0.9502
100 5 25 2014 0.9575
200 5 25 2014 0.9448
400 5 25 2014 0.9571
800 5 25 2014 0.9511
100 10 25 2014 0.9555
200 10 25 2014 0.9498
400 10 25 2014 0.9569
800 10 25 2014 0.9481
100 20 25 2014 0.9522
200 20 25 2014 0.9677
400 20 25 2014 0.9599
800 20 25 2014 0.9566
100 40 25 2014 0.9514
200 40 25 2014 0.9586
400 40 25 2014 0.9631
800 40 25 2014 0.9595
100 5 25 2015 0.9484
200 5 25 2015 0.9488
400 5 25 2015 0.9523
800 5 25 2015 0.954
100 10 25 2015 0.9527
200 10 25 2015 0.9543
400 10 25 2015 0.9538
800 10 25 2015 0.955
100 20 25 2015 0.9517
200 20 25 2015 0.9616
400 20 25 2015 0.9516
800 20 25 2015 0.9592
100 40 25 2015 0.9433
200 40 25 2015 0.9511
400 40 25 2015 0.9608
800 40 25 2015 0.9658
100 5 25 2016 0.9527
200 5 25 2016 0.9583
400 5 25 2016 0.952
800 5 25 2016 0.9621
100 10 25 2016 0.9637
200 10 25 2016 0.955
400 10 25 2016 0.9558
800 10 25 2016 0.9599
100 20 25 2016 0.9605
200 20 25 2016 0.9532
400 20 25 2016 0.9579
800 20 25 2016 0.9582
100 40 25 2016 0.9589
200 40 25 2016 0.9593
400 40 25 2016 0.96
800 40 25 2016 0.9635
100 5 25 2017 0.9514
200 5 25 2017 0.9505
400 5 25 2017 0.9476
800 5 25 2017 0.9595
100 10 25 2017 0.9583
200 10 25 2017 0.9558
400 10 25 2017 0.9548
800 10 25 2017 0.9577
100 20 25 2017 0.9588
200 20 25 2017 0.9638
400 20 25 2017 0.9579
800 20 25 2017 0.9631
100 40 25 2017 0.9613
200 40 25 2017 0.9547
400 40 25 2017 0.962
800 40 25 2017 0.9575
100 5 25 2018 0.9583
200 5 25 2018 0.9499
400 5 25 2018 0.952
800 5 25 2018 0.9564
100 10 25 2018 0.9583
200 10 25 2018 0.9645
400 10 25 2018 0.9581
800 10 25 2018 0.9652
100 20 25 2018 0.9603
200 20 25 2018 0.9639
400 20 25 2018 0.962
800 20 25 2018 0.9617
100 40 25 2018 0.9553
200 40 25 2018 0.9668
400 40 25 2018 0.9622
800 40 25 2018 0.9647
100 5 25 2019 0.9538
200 5 25 2019 0.9605
400 5 25 2019 0.9611
800 5 25 2019 0.9567
100 10 25 2019 0.9594
200 10 25 2019 0.9595
400 10 25 2019 0.9538
800 10 25 2019 0.9607
100 20 25 2019 0.9607
200 20 25 2019 0.9568
400 20 25 2019 0.9643
800 20 25 2019 0.9611
100 40 25 2019 0.9624
200 40 25 2019 0.9616
400 40 25 2019 0.9606
800 40 25 2019 0.9627
100 5 25 2020 0.9509
200 5 25 2020 0.9613
400 5 25 2020 0.9484
800 5 25 2020 0.9513
100 10 25 2020 0.9606
400 10 25 2020 0.9593
800 10 25 2020 0.9577
100 20 25 2020 0.9555
200 20 25 2020 0.9547
400 20 25 2020 0.9608
800 20 25 2020 0.9576
100 40 25 2020 0.956
200 40 25 2020 0.957
400 40 25 2020 0.959
800 40 25 2020 0.9612
100 5 25 2021 0.9508
200 5 25 2021 0.9533
400 5 25 2021 0.9525
800 5 25 2021 0.9482
100 10 25 2021 0.9505
200 10 25 2021 0.956
400 10 25 2021 0.9433
800 10 25 2021 0.9522
100 20 25 2021 0.9508
200 20 25 2021 0.9616
400 20 25 2021 0.9533
800 20 25 2021 0.9549
100 40 25 2021 0.951
200 40 25 2021 0.9573
400 40 25 2021 0.954
800 40 25 2021 0.9483
100 5 25 2022 0.9412
200 5 25 2022 0.946
400 5 25 2022 0.9424
800 5 25 2022 0.9415
100 10 25 2022 0.9426
200 10 25 2022 0.9491
400 10 25 2022 0.9485
800 10 25 2022 0.9506
100 20 25 2022 0.9537
200 20 25 2022 0.9523
400 20 25 2022 0.9452
800 20 25 2022 0.9483
100 40 25 2022 0.9518
200 40 25 2022 0.9429
400 40 25 2022 0.9494
800 40 25 2022 0.9517
100 5 25 2023 0.944
200 5 25 2023 0.9478
400 5 25 2023 0.9462
800 5 25 2023 0.9471
100 10 25 2023 0.9435
200 10 25 2023 0.9488
400 10 25 2023 0.9473
800 10 25 2023 0.9509
100 20 25 2023 0.9502
200 20 25 2023 0.9498
400 20 25 2023 0.952
800 20 25 2023 0.9404
100 40 25 2023 0.9469
200 40 25 2023 0.9532
400 40 25 2023 0.947
800 40 25 2023 0.9535
100 5 26 1985 0.9517
200 5 26 1985 0.953
400 5 26 1985 0.9436
800 5 26 1985 0.9438
100 10 26 1985 0.9443
200 10 26 1985 0.9453
400 10 26 1985 0.9469
800 10 26 1985 0.9566
100 20 26 1985 0.9584
200 20 26 1985 0.9482
400 20 26 1985 0.9493
800 20 26 1985 0.9535
100 40 26 1985 0.9585
200 40 26 1985 0.9459
400 40 26 1985 0.951
800 40 26 1985 0.9578
100 5 26 1986 0.9438
200 5 26 1986 0.9379
400 5 26 1986 0.943
800 5 26 1986 0.9444
100 10 26 1986 0.9306
200 10 26 1986 0.9459
400 10 26 1986 0.9468
800 10 26 1986 0.9397
100 20 26 1986 0.9448
200 20 26 1986 0.9388
400 20 26 1986 0.9477
800 20 26 1986 0.9478
100 40 26 1986 0.9474
200 40 26 1986 0.9467
400 40 26 1986 0.9454
800 40 26 1986 0.9474
100 5 26 1987 0.9465
200 5 26 1987 0.95
400 5 26 1987 0.9417
800 5 26 1987 0.9433
100 10 26 1987 0.9527
200 10 26 1987 0.9457
400 10 26 1987 0.9442
800 10 26 1987 0.9496
100 20 26 1987 0.9482
200 20 26 1987 0.9422
100 5 26 1992 0.9259
200 5 26 1992 0.9354
400 5 26 1992 0.9201
800 5 26 1992 0.9272
100 10 26 1992 0.9338
200 10 26 1992 0.9298
400 10 26 1992 0.9319
800 10 26 1992 0.922
100 20 26 1992 0.9329
200 20 26 1992 0.9261
400 20 26 1992 0.943
800 20 26 1992 0.946
100 40 26 1992 0.9322
200 40 26 1992 0.9434
400 40 26 1992 0.9349
800 40 26 1992 0.9425
100 5 26 1993 0.9223
200 5 26 1993 0.9198
400 5 26 1993 0.9376
800 5 26 1993 0.9356
100 10 26 1993 0.9358
200 10 26 1993 0.9362
400 10 26 1993 0.9361
800 10 26 1993 0.9349
100 20 26 1993 0.9338
200 20 26 1993 0.9344
400 20 26 1993 0.939
800 20 26 1993 0.9391
100 40 26 1993 0.931
200 40 26 1993 0.9466
400 40 26 1993 0.9409
800 40 26 1993 0.9441
100 5 26 1994 0.9172
200 5 26 1994 0.9178
400 5 26 1994 0.9187
800 5 26 1994 0.924
100 10 26 1994 0.912
200 10 26 1994 0.9246
400 10 26 1994 0.9308
800 10 26 1994 0.9221
100 20 26 1994 0.9298
200 20 26 1994 0.9268
400 20 26 1994 0.9305
800 20 26 1994 0.9268
100 40 26 1994 0.9274
200 40 26 1994 0.9212
400 40 26 1994 0.9276
800 40 26 1994 0.9359
100 5 26 1995 0.903
200 5 26 1995 0.9192
400 5 26 1995 0.9176
800 5 26 1995 0.9121
100 10 26 1995 0.928
200 10 26 1995 0.9233
400 10 26 1995 0.922
800 10 26 1995 0.9242
100 20 26 1995 0.9287
200 20 26 1995 0.9314
400 20 26 1995 0.9283
800 20 26 1995 0.9321
100 40 26 1995 0.9324
200 40 26 1995 0.9307
400 40 26 1995 0.9302
800 40 26 1995 0.94
100 5 26 1996 0.9079
200 5 26 1996 0.9169
400 5 26 1996 0.921
800 5 26 1996 0.9067
100 10 26 1996 0.9194
200 10 26 1996 0.9184
400 10 26 1996 0.9131
800 10 26 1996 0.9154
100 20 26 1996 0.9225
200 20 26 1996 0.924
400 20 26 1996 0.9191
800 20 26 1996 0.9099
100 40 26 1996 0.923
200 40 26 1996 0.9291
400 40 26 1996 0.929
800 40 26 1996 0.9331
100 5 26 1997 0.9213
200 5 26 1997 0.9099
400 5 26 1997 0.9097
800 5 26 1997 0.9105
100 10 26 1997 0.9245
200 10 26 1997 0.9255
400 10 26 1997 0.9182
800 10 26 1997 0.9194
100 20 26 1997 0.932
200 20 26 1997 0.9221
400 20 26 1997 0.9245
800 20 26 1997 0.9155
100 40 26 1997 0.9362
200 40 26 1997 0.924
400 40 26 1997 0.922
800 40 26 1997 0.9312
100 5 26 1998 0.8909
200 5 26 1998 0.8969
400 5 26 1998 0.9106
800 5 26 1998 0.8925
100 10 26 1998 0.9105
200 10 26 1998 0.9072
400 10 26 1998 0.9146
800 10 26 1998 0.9043
100 20 26 1998 0.9169
200 20 26 1998 0.9227
400 20 26 1998 0.9169
800 20 26 1998 0.9204
100 40 26 1998 0.9212
200 40 26 1998 0.9178
400 40 26 1998 0.9149
800 40 26 1998 0.9267
100 5 26 1999 0.9063
200 5 26 1999 0.9064
400 5 26 1999 0.9104
800 5 26 1999 0.9145
100 10 26 1999 0.9173
200 10 26 1999 0.917
400 10 26 1999 0.9173
800 10 26 1999 0.92
100 20 26 1999 0.9179
200 20 26 1999 0.9226
400 20 26 1999 0.9258
800 20 26 1999 0.9255
100 40 26 1999 0.9233
200 40 26 1999 0.9245
400 40 26 1999 0.9302
800 40 26 1999 0.9224
100 5 26 2000 0.9114
200 5 26 2000 0.9057
400 5 26 2000 0.9133
800 5 26 2000 0.9107
100 10 26 2000 0.9191
200 10 26 2000 0.9079
400 10 26 2000 0.9226
800 10 26 2000 0.9169
100 20 26 2000 0.9152
200 20 26 2000 0.919
400 20 26 2000 0.9256
800 20 26 2000 0.9189
100 40 26 2000 0.9264
200 40 26 2000 0.9307
400 40 26 2000 0.9263
800 40 26 2000 0.9216
100 5 26 2001 0.9201
200 5 26 2001 0.9184
400 5 26 2001 0.9205
800 5 26 2001 0.9294
100 10 26 2001 0.9228
200 10 26 2001 0.927
400 10 26 2001 0.9165
800 10 26 2001 0.9241
100 20 26 2001 0.9283
200 20 26 2001 0.9358
400 20 26 2001 0.927
800 20 26 2001 0.9281
100 40 26 2001 0.9282
200 40 26 2001 0.9275
400 40 26 2001 0.9256
800 40 26 2001 0.9217
100 5 26 2002 0.922
200 5 26 2002 0.924
400 5 26 2002 0.9207
800 5 26 2002 0.9221
100 10 26 2002 0.9216
200 10 26 2002 0.9247
400 10 26 2002 0.9237
800 10 26 2002 0.9307
100 20 26 2002 0.9254
200 20 26 2002 0.9346
400 20 26 2002 0.9304
800 20 26 2002 0.9359
100 40 26 2002 0.942
200 40 26 2002 0.9358
400 40 26 2002 0.9398
800 40 26 2002 0.9233
100 5 26 2003 0.8969
200 5 26 2003 0.914
400 5 26 2003 0.9182
800 5 26 2003 0.9149
100 10 26 2003 0.9163
200 10 26 2003 0.9226
400 10 26 2003 0.9115
800 10 26 2003 0.9185
100 20 26 2003 0.9184
200 20 26 2003 0.9282
400 20 26 2003 0.9233
800 20 26 2003 0.9217
100 40 26 2003 0.9277
200 40 26 2003 0.9266
400 40 26 2003 0.9306
800 40 26 2003 0.9252
100 5 26 2004 0.9225
200 5 26 2004 0.9236
400 5 26 2004 0.9214
800 5 26 2004 0.9286
100 10 26 2004 0.9283
200 10 26 2004 0.9218
400 10 26 2004 0.9269
800 10 26 2004 0.9279
100 20 26 2004 0.9365
200 20 26 2004 0.9395
400 20 26 2004 0.934
800 20 26 2004 0.9342
100 40 26 2004 0.9396
200 40 26 2004 0.9269
400 40 26 2004 0.9402
800 40 26 2004 0.9363
100 5 26 2005 0.9245
200 5 26 2005 0.9252
400 5 26 2005 0.9316
800 5 26 2005 0.9256
100 10 26 2005 0.9246
200 10 26 2005 0.9333
400 10 26 2005 0.9169
800 10 26 2005 0.9312
100 20 26 2005 0.9343
200 20 26 2005 0.9291
400 20 26 2005 0.9358
800 20 26 2005 0.9346
100 40 26 2005 0.9477
200 40 26 2005 0.9361
400 40 26 2005 0.9362
800 40 26 2005 0.9329
100 5 26 2006 0.9207
200 5 26 2006 0.918
400 5 26 2006 0.9164
800 5 26 2006 0.9243
100 10 26 2006 0.9149
200 10 26 2006 0.9316
400 10 26 2006 0.9236
800 10 26 2006 0.9183
100 20 26 2006 0.925
200 20 26 2006 0.9253
400 20 26 2006 0.9256
800 20 26 2006 0.9299
100 40 26 2006 0.9227
200 40 26 2006 0.9432
400 40 26 2006 0.9356
800 40 26 2006 0.9255
100 5 26 2007 0.9268
200 5 26 2007 0.9206
400 5 26 2007 0.924
800 5 26 2007 0.9185
100 10 26 2007 0.9229
200 10 26 2007 0.9328
400 10 26 2007 0.925
800 10 26 2007 0.9222
100 20 26 2007 0.9275
200 20 26 2007 0.9103
400 20 26 2007 0.9257
800 20 26 2007 0.918
100 40 26 2007 0.9258
200 40 26 2007 0.936
400 40 26 2007 0.9271
800 40 26 2007 0.9267
100 5 26 2008 0.9121
200 5 26 2008 0.9349
400 5 26 2008 0.9293
800 5 26 2008 0.9317
100 10 26 2008 0.9294
200 10 26 2008 0.9221
400 10 26 2008 0.9301
800 10 26 2008 0.9267
100 20 26 2008 0.9314
200 20 26 2008 0.9252
400 20 26 2008 0.931
800 20 26 2008 0.9323
100 40 26 2008 0.9318
200 40 26 2008 0.9281
400 40 26 2008 0.9399
800 40 26 2008 0.934
100 5 26 2009 0.9296
200 5 26 2009 0.9236
400 5 26 2009 0.9177
800 5 26 2009 0.9229
100 10 26 2009 0.9259
200 10 26 2009 0.9273
400 10 26 2009 0.9355
800 10 26 2009 0.9359
100 20 26 2009 0.9428
200 20 26 2009 0.9309
400 20 26 2009 0.9391
800 20 26 2009 0.9373
100 40 26 2009 0.9387
200 40 26 2009 0.9342
400 40 26 2009 0.9337
800 40 26 2009 0.9323
100 5 26 2010 0.9317
200 5 26 2010 0.9359
400 5 26 2010 0.9202
800 5 26 2010 0.9238
100 10 26 2010 0.9279
200 10 26 2010 0.9312
400 10 26 2010 0.9311
800 10 26 2010 0.937
100 20 26 2010 0.9281
200 20 26 2010 0.9386
400 20 26 2010 0.9347
800 20 26 2010 0.933
100 40 26 2010 0.9338
200 40 26 2010 0.9341
400 40 26 2010 0.9341
800 40 26 2010 0.9433
100 5 26 2011 0.9301
200 5 26 2011 0.9206
400 5 26 2011 0.926
800 5 26 2011 0.9358
100 10 26 2011 0.9335
200 10 26 2011 0.9369
400 10 26 2011 0.9366
800 10 26 2011 0.9324
100 20 26 2011 0.9311
200 20 26 2011 0.9373
400 20 26 2011 0.9285
800 20 26 2011 0.9324
100 40 26 2011 0.9293
200 40 26 2011 0.9302
400 40 26 2011 0.9395
800 40 26 2011 0.9401
100 5 26 2012 0.9326
200 5 26 2012 0.9427
400 5 26 2012 0.926
800 5 26 2012 0.9308
100 10 26 2012 0.9381
200 10 26 2012 0.9288
400 10 26 2012 0.9308
800 10 26 2012 0.9356
100 20 26 2012 0.939
200 20 26 2012 0.9356
400 20 26 2012 0.9393
800 20 26 2012 0.9402
100 40 26 2012 0.9311
200 40 26 2012 0.9292
400 40 26 2012 0.9352
800 40 26 2012 0.9317
100 5 26 2013 0.9399
200 5 26 2013 0.9379
400 5 26 2013 0.9401
800 5 26 2013 0.9329
100 10 26 2013 0.9306
200 10 26 2013 0.943
400 10 26 2013 0.9309
800 10 26 2013 0.9308
100 20 26 2013 0.9426
200 20 26 2013 0.9424
400 20 26 2013 0.9391
800 20 26 2013 0.9394
100 40 26 2013 0.9391
200 40 26 2013 0.9365
400 40 26 2013 0.9426
800 40 26 2013 0.9462
100 5 26 2014 0.9378
200 5 26 2014 0.9291
400 5 26 2014 0.9368
800 5 26 2014 0.9391
100 10 26 2014 0.9379
200 10 26 2014 0.9492
400 10 26 2014 0.9324
800 10 26 2014 0.9468
100 20 26 2014 0.9463
200 20 26 2014 0.938
400 20 26 2014 0.9365
800 20 26 2014 0.944
100 40 26 2014 0.9452
200 40 26 2014 0.9433
400 40 26 2014 0.9454
800 40 26 2014 0.9497
100 5 26 2015 0.9315
200 5 26 2015 0.943
400 5 26 2015 0.937
800 5 26 2015 0.9365
100 10 26 2015 0.9322
200 10 26 2015 0.9282
400 10 26 2015 0.9397
800 10 26 2015 0.9356
100 20 26 2015 0.9443
200 20 26 2015 0.9329
400 20 26 2015 0.9298
800 20 26 2015 0.9389
100 40 26 2015 0.9373
200 40 26 2015 0.95
400 40 26 2015 0.9452
800 40 26 2015 0.9413
100 5 26 2016 0.9396
200 5 26 2016 0.939
400 5 26 2016 0.9355
800 5 26 2016 0.9456
100 10 26 2016 0.9378
200 10 26 2016 0.9533
400 10 26 2016 0.94
800 10 26 2016 0.9402
100 20 26 2016 0.9371
200 20 26 2016 0.9379
400 20 26 2016 0.941
800 20 26 2016 0.9382
100 40 26 2016 0.9499
200 40 26 2016 0.9536
400 40 26 2016 0.9485
800 40 26 2016 0.9393
100 5 26 2017 0.9425
200 5 26 2017 0.9455
400 5 26 2017 0.952
800 5 26 2017 0.9419
100 10 26 2017 0.9507
200 10 26 2017 0.9493
400 10 26 2017 0.9422
800 10 26 2017 0.944
100 20 26 2017 0.9506
200 20 26 2017 0.9494
400 20 26 2017 0.9471
800 20 26 2017 0.9439
100 40 26 2017 0.9511
200 40 26 2017 0.9488
400 40 26 2017 0.9499
800 40 26 2017 0.9433
100 5 26 2018 0.9395
200 5 26 2018 0.9464
400 5 26 2018 0.942
800 5 26 2018 0.9464
100 10 26 2018 0.9404
200 10 26 2018 0.9378
400 10 26 2018 0.9515
800 10 26 2018 0.9515
100 20 26 2018 0.9436
200 20 26 2018 0.9461
400 20 26 2018 0.9442
800 20 26 2018 0.9462
100 40 26 2018 0.936
200 40 26 2018 0.9492
400 40 26 2018 0.9497
800 40 26 2018 0.9505
100 5 26 2019 0.947
200 5 26 2019 0.9454
400 5 26 2019 0.9341
800 5 26 2019 0.9382
100 10 26 2019 0.949
200 10 26 2019 0.9512
400 10 26 2019 0.9477
800 10 26 2019 0.9499
100 20 26 2019 0.9464
200 20 26 2019 0.9542
400 20 26 2019 0.9464
800 20 26 2019 0.9526
100 40 26 2019 0.9477
200 40 26 2019 0.9506
400 40 26 2019 0.9422
