system:index,GLOB_ACC,SIZE,VERSION,YEAR,mapb,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000002,0.7679500520291364,961,mapbiomas_collection60_integration_v1,2001,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000003,0.689989235737352,929,mapbiomas_collection60_integration_v1,2001,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000004,0.7319444444444444,720,mapbiomas_collection60_integration_v1,2001,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000005,0.7550335570469798,298,mapbiomas_collection60_integration_v1,2001,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000006,0.6201117318435754,358,mapbiomas_collection60_integration_v1,2001,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000007,0.834375,320,mapbiomas_collection60_integration_v1,2001,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000008,0.8803149606299212,635,mapbiomas_collection60_integration_v1,2001,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000009,0.855,200,mapbiomas_collection60_integration_v1,2001,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000a,0.8673139158576052,309,mapbiomas_collection60_integration_v1,2001,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000b,0.765748031496063,508,mapbiomas_collection60_integration_v1,2001,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000c,0.8778947368421053,475,mapbiomas_collection60_integration_v1,2001,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000d,0.8333333333333334,234,mapbiomas_collection60_integration_v1,2001,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000e,0.7827380952380952,336,mapbiomas_collection60_integration_v1,2001,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000f,0.9053030303030303,264,mapbiomas_collection60_integration_v1,2001,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000010,0.8547008547008547,117,mapbiomas_collection60_integration_v1,2001,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000011,0.7480106100795756,377,mapbiomas_collection60_integration_v1,2001,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000012,0.7068181818181818,440,mapbiomas_collection60_integration_v1,2001,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000013,0.7912772585669782,963,mapbiomas_collection60_integration_v1,2001,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000014,0.7591297591297591,1287,mapbiomas_collection60_integration_v1,2001,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000015,0.6682027649769585,868,mapbiomas_collection60_integration_v1,2001,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000016,0.6123778501628665,307,mapbiomas_collection60_integration_v1,2001,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000017,0.7291196388261851,443,mapbiomas_collection60_integration_v1,2001,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000018,0.8831168831168831,308,mapbiomas_collection60_integration_v1,2001,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000019,0.8743718592964824,597,mapbiomas_collection60_integration_v1,2001,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001a,0.7404371584699454,732,mapbiomas_collection60_integration_v1,2001,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001b,0.6569506726457399,447,mapbiomas_collection60_integration_v1,2001,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001c,0.6731517509727627,771,mapbiomas_collection60_integration_v1,2001,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001d,0.7561307901907357,734,mapbiomas_collection60_integration_v1,2001,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001e,0.6660412757973734,1066,mapbiomas_collection60_integration_v1,2001,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001f,0.720873786407767,412,mapbiomas_collection60_integration_v1,2001,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000020,0.6654135338345865,532,mapbiomas_collection60_integration_v1,2001,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000021,0.7103960396039604,1212,mapbiomas_collection60_integration_v1,2001,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000022,0.6320754716981132,318,mapbiomas_collection60_integration_v1,2001,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000023,0.6512261580381471,367,mapbiomas_collection60_integration_v1,2001,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000024,0.6384839650145773,343,mapbiomas_collection60_integration_v1,2001,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000025,0.6997792494481236,453,mapbiomas_collection60_integration_v1,2001,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,0.6452762923351159,561,mapbiomas_collection60_integration_v1,2002,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000001,0.6589928057553956,695,mapbiomas_collection60_integration_v1,2002,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000002,0.7743966421825813,953,mapbiomas_collection60_integration_v1,2002,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000003,0.697950377562028,927,mapbiomas_collection60_integration_v1,2002,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000004,0.7282913165266106,714,mapbiomas_collection60_integration_v1,2002,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000005,0.7542087542087542,297,mapbiomas_collection60_integration_v1,2002,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000006,0.6218487394957983,357,mapbiomas_collection60_integration_v1,2002,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000007,0.8411214953271028,321,mapbiomas_collection60_integration_v1,2002,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000008,0.877742946708464,638,mapbiomas_collection60_integration_v1,2002,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000009,0.8585858585858586,198,mapbiomas_collection60_integration_v1,2002,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000a,0.8741935483870967,310,mapbiomas_collection60_integration_v1,2002,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000b,0.7775590551181102,508,mapbiomas_collection60_integration_v1,2002,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000c,0.8760504201680672,476,mapbiomas_collection60_integration_v1,2002,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000d,0.8347826086956521,230,mapbiomas_collection60_integration_v1,2002,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000e,0.7867867867867868,333,mapbiomas_collection60_integration_v1,2002,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000f,0.9049429657794676,263,mapbiomas_collection60_integration_v1,2002,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000010,0.8347826086956521,115,mapbiomas_collection60_integration_v1,2002,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000011,0.753968253968254,378,mapbiomas_collection60_integration_v1,2002,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000012,0.7077625570776256,438,mapbiomas_collection60_integration_v1,2002,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000013,0.7892004153686397,963,mapbiomas_collection60_integration_v1,2002,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000014,0.7628304821150855,1286,mapbiomas_collection60_integration_v1,2002,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000015,0.6762672811059908,868,mapbiomas_collection60_integration_v1,2002,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000016,0.6176470588235294,306,mapbiomas_collection60_integration_v1,2002,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000017,0.742152466367713,446,mapbiomas_collection60_integration_v1,2002,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000018,0.8831168831168831,308,mapbiomas_collection60_integration_v1,2002,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000019,0.8766891891891891,592,mapbiomas_collection60_integration_v1,2002,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001a,0.7455540355677155,731,mapbiomas_collection60_integration_v1,2002,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001b,0.6696428571428571,449,mapbiomas_collection60_integration_v1,2002,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001c,0.669260700389105,771,mapbiomas_collection60_integration_v1,2002,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001d,0.7479564032697548,734,mapbiomas_collection60_integration_v1,2002,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001e,0.6635249764373233,1061,mapbiomas_collection60_integration_v1,2002,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001f,0.720873786407767,412,mapbiomas_collection60_integration_v1,2002,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000020,0.6641509433962264,530,mapbiomas_collection60_integration_v1,2002,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000021,0.7103734439834025,1205,mapbiomas_collection60_integration_v1,2002,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000022,0.6289308176100629,318,mapbiomas_collection60_integration_v1,2002,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000023,0.6457765667574932,367,mapbiomas_collection60_integration_v1,2002,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000024,0.6355685131195336,343,mapbiomas_collection60_integration_v1,2002,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000025,0.6931567328918322,453,mapbiomas_collection60_integration_v1,2002,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,0.6381461675579323,561,mapbiomas_collection60_integration_v1,2003,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000001,0.6507936507936508,693,mapbiomas_collection60_integration_v1,2003,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000002,0.7781350482315113,933,mapbiomas_collection60_integration_v1,2003,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000003,0.6982758620689655,928,mapbiomas_collection60_integration_v1,2003,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000004,0.7181303116147308,706,mapbiomas_collection60_integration_v1,2003,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000005,0.7482758620689656,290,mapbiomas_collection60_integration_v1,2003,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000006,0.6260623229461756,353,mapbiomas_collection60_integration_v1,2003,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000007,0.8442367601246106,321,mapbiomas_collection60_integration_v1,2003,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000008,0.8793103448275862,638,mapbiomas_collection60_integration_v1,2003,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000009,0.8578680203045685,197,mapbiomas_collection60_integration_v1,2003,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000a,0.8737864077669902,309,mapbiomas_collection60_integration_v1,2003,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000b,0.7819253438113949,509,mapbiomas_collection60_integration_v1,2003,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000c,0.8865546218487395,476,mapbiomas_collection60_integration_v1,2003,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000d,0.8348214285714286,224,mapbiomas_collection60_integration_v1,2003,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000e,0.7894736842105263,323,mapbiomas_collection60_integration_v1,2003,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000f,0.9031007751937985,258,mapbiomas_collection60_integration_v1,2003,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000010,0.8378378378378378,111,mapbiomas_collection60_integration_v1,2003,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000011,0.752,375,mapbiomas_collection60_integration_v1,2003,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000012,0.7146118721461188,438,mapbiomas_collection60_integration_v1,2003,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000013,0.7981269510926119,961,mapbiomas_collection60_integration_v1,2003,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000014,0.764018691588785,1284,mapbiomas_collection60_integration_v1,2003,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000015,0.6797235023041475,868,mapbiomas_collection60_integration_v1,2003,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000016,0.6098360655737705,305,mapbiomas_collection60_integration_v1,2003,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000017,0.7454954954954955,444,mapbiomas_collection60_integration_v1,2003,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000018,0.8928571428571429,308,mapbiomas_collection60_integration_v1,2003,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000019,0.8824531516183987,587,mapbiomas_collection60_integration_v1,2003,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001a,0.7513736263736264,728,mapbiomas_collection60_integration_v1,2003,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001b,0.6651785714285714,449,mapbiomas_collection60_integration_v1,2003,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001c,0.6710182767624021,766,mapbiomas_collection60_integration_v1,2003,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001d,0.7503410641200545,733,mapbiomas_collection60_integration_v1,2003,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001e,0.660056657223796,1059,mapbiomas_collection60_integration_v1,2003,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000001f,0.7153284671532847,412,mapbiomas_collection60_integration_v1,2003,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000020,0.6698292220113852,527,mapbiomas_collection60_integration_v1,2003,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000021,0.7042606516290727,1197,mapbiomas_collection60_integration_v1,2003,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000022,0.6257861635220126,318,mapbiomas_collection60_integration_v1,2003,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000023,0.6376021798365122,367,mapbiomas_collection60_integration_v1,2003,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000024,0.6345029239766082,342,mapbiomas_collection60_integration_v1,2003,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000025,0.6909492273730684,453,mapbiomas_collection60_integration_v1,2003,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000000,0.6417112299465241,561,mapbiomas_collection60_integration_v1,2004,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000001,0.6560693641618497,692,mapbiomas_collection60_integration_v1,2004,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000002,0.7748917748917749,924,mapbiomas_collection60_integration_v1,2004,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000003,0.6976241900647948,926,mapbiomas_collection60_integration_v1,2004,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000004,0.7268847795163584,703,mapbiomas_collection60_integration_v1,2004,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000005,0.7614035087719299,285,mapbiomas_collection60_integration_v1,2004,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000006,0.6193181818181818,352,mapbiomas_collection60_integration_v1,2004,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000007,0.8459119496855346,318,mapbiomas_collection60_integration_v1,2004,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000008,0.8855799373040752,638,mapbiomas_collection60_integration_v1,2004,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000009,0.859375,192,mapbiomas_collection60_integration_v1,2004,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000a,0.8758169934640523,306,mapbiomas_collection60_integration_v1,2004,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000b,0.7897838899803536,509,mapbiomas_collection60_integration_v1,2004,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000c,0.8860759493670886,474,mapbiomas_collection60_integration_v1,2004,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000d,0.8318181818181818,220,mapbiomas_collection60_integration_v1,2004,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000e,0.7873015873015873,315,mapbiomas_collection60_integration_v1,2004,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0000000000000000000f,0.8972332015810277,253,mapbiomas_collection60_integration_v1,2004,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000010,0.8378378378378378,111,mapbiomas_collection60_integration_v1,2004,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000011,0.7540106951871658,374,mapbiomas_collection60_integration_v1,2004,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000012,0.7123287671232876,438,mapbiomas_collection60_integration_v1,2004,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000013,0.7952182952182952,962,mapbiomas_collection60_integration_v1,2004,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000014,0.766770670826833,1282,mapbiomas_collection60_integration_v1,2004,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000015,0.6816608996539792,867,mapbiomas_collection60_integration_v1,2004,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000016,0.625,304,mapbiomas_collection60_integration_v1,2004,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000017,0.7375565610859729,442,mapbiomas_collection60_integration_v1,2004,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_00000000000000000018,0.8957654723127035,307,mapbiomas_collection60_integration_v1,2004,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
