system:index,area,class_id,file,territory,.geo
2_3,4080.6193188781717,9,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4,1515251.9584239414,11,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5,1090000.4826832497,12,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6,521484.07003607345,15,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7,692.408403216552,20,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8,172424.59600108254,21,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9,6818.233450848392,24,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_10,18912.639443621567,25,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_11,865.4051536071811,29,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_12,287.2216145263659,30,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_13,17597.847986260997,33,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_14,129272.10933206923,39,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_15,549.4190011535627,40,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_16,22097.290613641242,41,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_17,3.1982043762207035,46,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_18,0.43218040771484373,48,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_19,99.06902768554694,62,col7_fundiario_2021,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,127.53106365356444,0,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1,280949.2524807858,3,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2,1029118.599060488,4,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3,4255.990970825361,5,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4,1478.7107104492231,9,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5,127860.33108446456,11,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_6,1011666.5122834214,12,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_7,106074.85117015011,15,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_8,9.44800454711914,20,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_9,16499.672259991483,21,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_10,82420.16818761345,23,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_11,203.47295740356444,24,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_12,15698.341477276665,25,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_13,91845.5016837778,29,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_14,183.01698434448267,32,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_15,4952.104371545422,33,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_16,1711.829498919668,39,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_17,612.7462582641602,41,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_18,625.0820040344238,46,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_19,114.88636309204085,47,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_20,94.010090014649,48,col7_fundiario_2021,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,29181.48093715854,3,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_1,75768.1671139986,4,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_2,9491.638497448861,5,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_3,3897.9088692749096,9,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_4,14952.547345056135,11,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_5,31588.84814728295,12,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_6,11287.66391189558,15,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7,60.57476011352557,20,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8,3688.740178088384,21,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9,445.5079667480402,23,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_10,205.33954368896454,24,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_11,875.1015458374093,25,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_12,12.307401934814456,29,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_13,5.09159219360351,30,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_14,443.89079057006927,32,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_15,1233.1351402526866,33,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_16,1821.6607426513433,39,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_17,955.8454441711399,41,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_18,144.2309349731444,46,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_19,33.823720922851614,47,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_20,1.7365565490722652,48,col7_fundiario_2021,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,68.96026952514649,0,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1,6988627.238042991,3,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2,1.5754456147276072E7,4,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3,42135.93007917208,5,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4,200376.484299267,9,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5,682501.5294923466,11,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6,1960448.4380895493,12,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7,8201370.572117892,15,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8,160597.854154327,20,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9,3126811.7578454968,21,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_10,7794.130573785706,23,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_11,176335.32486835995,24,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_12,142934.628846588,25,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_13,154542.43690409535,29,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_14,7419.335761279279,30,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_15,5576.057064263928,32,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_16,129264.41644572734,33,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_17,1500692.7773313753,39,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_18,11908.682862438873,40,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_19,227916.82295163567,41,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_20,31403.6485260192,46,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_21,9916.502992535387,47,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_22,4393.00241037598,48,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_23,1442.2072637084952,62,col7_fundiario_2021,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,15241.562568072532,3,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1,34926.68393265578,4,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2,97.33645838623063,9,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3,631.6874401123048,11,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_4,7085.593397717194,12,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5,6959.883964379863,15,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_6,443.41873615722693,21,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_7,11.615900573730475,24,col7_fundiario_2021,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
