system:index,area,class_id,territory,year,.geo
6_0_19,32926.060808752285,40,1,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_20,478213.09838484804,41,1,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_21,14325.598274151569,46,1,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_22,4027.1644012267943,48,1,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_23,55318.77399901759,62,1,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_0,42.824484014892576,0,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_1,1.0646697270264363E7,3,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_2,3.1889943936077584E7,4,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_3,66210.11656587438,5,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_4,25366.829930633485,9,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_5,2016319.053995358,11,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_6,6184415.5878016595,12,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_7,6874213.738036059,15,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_8,16986.540287809104,20,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_9,1563297.5263662147,21,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_10,104943.93801987843,23,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_11,92062.16670802028,24,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_12,214394.27504902895,25,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_13,18276.859009759344,29,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_14,1101.4866192810114,30,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_15,32.94866640624993,31,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_16,8073.482488635274,32,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_17,392694.81753469916,33,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_18,2129389.5401161974,39,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_19,33923.29613338007,40,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_20,626384.9654653955,41,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_21,13540.525631732131,46,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_22,2591.088114831545,48,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_23,79768.86545211839,62,1,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_0,42.822876501464854,0,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_1,1.0529512803122949E7,3,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_2,3.172092130482623E7,4,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_3,66229.45915764061,5,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_4,27895.975838476526,9,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_5,2012985.251734003,11,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_6,6133163.909024616,12,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_7,7011217.0174588505,15,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_8,17808.554293229354,20,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_9,1609708.0030898817,21,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_10,105446.88940495756,23,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_11,93839.66326458771,24,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_12,214919.30395720783,25,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_13,18278.959002313055,29,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_14,1146.0105931457574,30,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_15,36.69895698242181,31,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_16,7954.439187915053,32,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_17,396322.1671971561,33,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_18,2260499.8927541273,39,1,2008,"{""type"":""MultiPoint"",""coordinates"":[]}"
