system:index,area,class_id,file,territory,year,.geo
2_0_0,1.1330899984556966E7,3,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_1,3.5614115265964165E7,4,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_2,61701.1060209953,5,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_3,133.5935397705079,9,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_4,2044596.142957973,11,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_5,7041183.589828375,12,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_6,2685307.91713213,15,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_7,3074844.8688917994,21,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_8,94518.40673858068,23,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_9,54662.87497064202,24,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_10,258779.6137116728,25,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_11,18207.70188758547,29,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_12,239.90270010986333,30,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_13,966.0811330932557,31,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_14,7495.818022949261,32,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_15,386653.4120253174,33,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_16,71698.15795504658,39,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_17,5501.857863427505,40,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_18,199027.07531602055,41,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_19,47684.22531168175,46,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_20,2413.7756674682614,48,mapbiomas_collection70_integration_v2,1,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_0,1.1294007640977183E7,3,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_1,3.5539142683426924E7,4,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_2,61955.2443270077,5,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_3,1463.4620572692902,9,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_4,2033526.5054634179,11,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_5,7007264.574054802,12,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_6,2942752.5386130554,15,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_7,26.3944900756836,20,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_8,2918173.7978345705,21,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_9,95940.73615103074,23,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_10,56782.64754342013,24,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_11,255836.58185212672,25,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_12,18246.773699560545,29,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_13,302.7756467224119,30,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_14,770.0791381042541,31,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_15,7577.4308494324,32,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_16,387374.87177988974,33,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_17,128011.34218425215,39,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_18,4056.894567089806,40,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_19,208270.73597333897,41,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_20,37026.759461962654,46,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_21,2124.924924298093,48,mapbiomas_collection70_integration_v2,1,1988,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_0,1.1267411689947594E7,3,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_1,3.544063482240496E7,4,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_2,61742.25586493493,5,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_3,2986.4623814575234,9,mapbiomas_collection70_integration_v2,1,1989,"{""type"":""MultiPoint"",""coordinates"":[]}"
