system:index,area,class_id,territory,year,.geo
0_17_14,149.53763477191168,23234,18,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_17_15,733.3126752640375,141234,18,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_0,391.2575981555784,211,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_1,290.10482278533925,212,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_2,470.2650851987283,213,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_3,331.27145364886525,214,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_4,0.22133186029052734,219,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_5,107.13561312719726,1212,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_6,210.34180481976253,1213,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_7,100.02231533306876,1214,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_8,63.52106115618894,2223,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_9,145.65516436627183,2224,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_10,52.261808844238324,2234,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_11,184.49268137225386,13123,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_12,126.08566457714826,13124,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_13,138.7784192350461,13134,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_14,71.353570699707,23234,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_18_15,564.6501852940086,141234,19,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_0,124.51570045190503,211,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_1,144.91892701562622,212,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_2,255.56055704644763,213,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_3,120.2333757142334,214,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_4,0.0016969533081054688,219,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_5,45.36240208715821,1212,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_6,82.05650711578367,1213,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_7,21.181542568725593,1214,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_8,37.282577385132065,2223,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_9,83.1904838450931,2224,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_10,47.83720822540277,2234,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_11,78.3194458540653,13123,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_12,62.28738789367673,13124,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_13,52.94632901757804,13134,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_14,58.70131314288311,23234,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_19_15,358.78801509619393,141234,20,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_0,413.88022903094463,211,21,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_1,358.02132896630906,212,21,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_2,426.0403420383916,213,21,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_3,336.77270285620136,214,21,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_4,0.1777460816040039,219,21,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_5,65.79502482153318,1212,21,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_20_6,275.2297224393311,1213,21,constant,"{""type"":""MultiPoint"",""coordinates"":[]}"
